Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Wed,5-Sep,W,,Jan-00,@,New York Giants,24,17,433,290,143,1,269,187,82,1,
2,Sun,16-Sep,L,,1-Jan,@,Seattle Seahawks,7,27,296,247,49,2,315,133,182,,
3,Sun,23-Sep,W,,1-Feb,,Tampa Bay Buccaneers,16,10,297,259,38,3,166,91,75,2,
4,Mon,1-Oct,L,,2-Feb,,Chicago Bears,18,34,430,389,41,5,360,267,93,1,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,14-Oct,L,,3-Feb,@,Baltimore Ravens,29,31,481,254,227,1,316,230,86,,
7,Sun,21-Oct,W,,3-Mar,@,Carolina Panthers,19,14,312,227,85,1,328,216,112,2,
8,Sun,28-Oct,L,,4-Mar,,New York Giants,24,29,434,415,19,6,293,190,103,2,
9,Sun,4-Nov,L,,5-Mar,@,Atlanta Falcons,13,19,377,312,65,,453,330,123,,
10,Sun,11-Nov,W,,5-Apr,@,Philadelphia Eagles,38,23,294,193,101,,369,278,91,2,
11,Sun,18-Nov,W,OT,5-May,,Cleveland Browns,23,20,320,257,63,1,311,192,119,1,
12,Thu,22-Nov,L,,6-May,,Washington Redskins,31,38,458,423,35,3,437,288,149,1,
13,Sun,2-Dec,W,,6-Jun,,Philadelphia Eagles,38,33,417,294,123,,423,240,183,1,
14,Sun,9-Dec,W,,6-Jul,@,Cincinnati Bengals,20,19,288,239,49,1,336,190,146,1,
15,Sun,16-Dec,W,OT,6-Aug,,Pittsburgh Steelers,27,24,415,328,87,1,388,319,69,2,
16,Sun,23-Dec,L,OT,7-Aug,,New Orleans Saints,31,34,446,406,40,1,562,446,116,,
17,Sun,30-Dec,L,,8-Aug,@,Washington Redskins,18,28,296,196,100,3,361,87,274,,
